rgb,depth,ir,label
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/131.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/131_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/131_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/141.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/141_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/141_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/151.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/151_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/151_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/161.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/161_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/161_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/171.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/171_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/171_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/181.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/181_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/181_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/21.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/21_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/21_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/31.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/31_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/31_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/41.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/41_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/41_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/51.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/51_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/51_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/61.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/61_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/61_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/71.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/71_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/71_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/81.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/81_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/81_resized.jpg,0
train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/color/91.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/depth/91_resized.jpg,train/Training/fake_part/CLKJ_AS0011/05_enm_s.rssdk/ir/91_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/101.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/101_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/101_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/11.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/11_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/11_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/111.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/111_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/111_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/121.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/121_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/121_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/131.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/131_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/131_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/141.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/141_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/141_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/151.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/151_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/151_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/161.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/161_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/161_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/171.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/171_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/171_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/181.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/181_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/181_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/191.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/191_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/191_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/201.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/201_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/201_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/21.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/21_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/21_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/41.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/41_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/41_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/51.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/51_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/51_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/61.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/61_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/61_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/71.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/71_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/71_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/81.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/81_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/81_resized.jpg,0
train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/color/91.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/depth/91_resized.jpg,train/Training/fake_part/CLKJ_AS0019/05_enm_s.rssdk/ir/91_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/101.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/101_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/101_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/11.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/11_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/11_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/111.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/111_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/111_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/121.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/121_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/121_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/131.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/131_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/131_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/141.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/141_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/141_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/151.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/151_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/151_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/161.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/161_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/161_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/171.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/171_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/171_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/181.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/181_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/181_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/191.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/191_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/191_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/201.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/201_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/201_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/21.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/21_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/21_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/211.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/211_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/211_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/221.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/221_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/221_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/31.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/31_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/31_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/41.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/41_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/41_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/51.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/51_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/51_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/61.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/61_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/61_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/71.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/71_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/71_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/81.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/81_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/81_resized.jpg,0
train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/color/91.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/depth/91_resized.jpg,train/Training/fake_part/CLKJ_AS0030/05_enm_s.rssdk/ir/91_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/1.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/1_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/1_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/101.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/101_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/101_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/11.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/11_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/11_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/111.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/111_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/111_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/121.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/121_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/121_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/131.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/131_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/131_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/141.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/141_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/141_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/151.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/151_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/151_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/161.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/161_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/161_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/171.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/171_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/171_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/181.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/181_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/181_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/191.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/191_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/191_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/201.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/201_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/201_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/21.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/21_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/21_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/211.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/211_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/211_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/31.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/31_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/31_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/41.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/41_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/41_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/51.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/51_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/51_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/61.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/61_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/61_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/71.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/71_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/71_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/81.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/81_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/81_resized.jpg,0
train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/color/91.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/depth/91_resized.jpg,train/Training/fake_part/CLKJ_AS0032/05_enm_s.rssdk/ir/91_resized.jpg,0
train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/color/1.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/depth/1_resized.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/ir/1_resized.jpg,0
train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/color/101.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/depth/101_resized.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/ir/101_resized.jpg,0
train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/color/11.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/depth/11_resized.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/ir/11_resized.jpg,0
train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/color/111.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/depth/111_resized.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/ir/111_resized.jpg,0
train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/color/121.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/depth/121_resized.jpg,train/Training/fake_part/CLKJ_AS0047/05_enm_s.rssdk/ir/121_resized.jpg,0
